table,name,valueType,unit,repeatable,label,variableNameRegexp,variableValueRegexp
core,pm10s_preg,decimal,nanograms_per_cubic_meter,0,pm10s value at pregnancy,,
core,pm10si_preg,decimal,nanograms_per_cubic_meter,0,pm10si value at pregnancy,,
core,pm10v_preg,decimal,nanograms_per_cubic_meter,0,pm10v value at pregnancy,,
core,pm10zn_preg,decimal,nanograms_per_cubic_meter,0,pm10zn value at pregnancy,,
core,popdens_preg,decimal,people_per_square_kilometer,0,population density at pregnancy,,
core,bdens100_preg,decimal,square_meter_per_square_kilometer,0,building density within a buffer of 100 m at pregnancy,,
core,bdens300_preg,decimal,square_meter_per_square_kilometer,0,building density within a buffer of 300 m at pregnancy,,
core,connind100_preg,decimal,number_per_square_kilometer,0,connectivity density within a buffer of 100 m at pregnancy,,
core,connind300_preg,decimal,number_per_square_kilometer,0,connectivity density within a buffer of 300 m at pregnancy,,
core,bus_lines_100_preg,decimal,meter_per_square_kilometer,0,length of public bus lines within a buffer of 100 m at pregnancy,,
core,bus_lines_300_preg,decimal,meter_per_square_kilometer,0,length of public bus lines within a buffer of 300 m at pregnancy,,
core,bus_lines_500_preg,decimal,meter_per_square_kilometer,0,length of public bus lines within a buffer of 500 m at pregnancy,,
core,bus_stops_100_preg,decimal,number_per_square_kilometer,0,number of public bus stops within a buffer of 100 m at pregnancy,,
core,bus_stops_300_preg,decimal,number_per_square_kilometer,0,number of public bus stops within a buffer of 100 m at pregnancy,,
core,bus_stops_500_preg,decimal,number_per_square_kilometer,0,number of public bus stops within a buffer of 500 m at pregnancy,,
core,fdensity300_preg,decimal,number_per_square_kilometer,0,number of facilities present within a buffer of 300 m at pregnancy,,
core,frichness300_preg,decimal,,0,number of different facility types present divided by the maximum potential number of facility types within a buffer of 300 m at pregnancy,,
core,landuseshan300_preg,decimal,,0,landuse Shannon's Evenness Index within a buffer of 300 m at pregnancy,,
core,walkability_mean_preg,decimal,numeric,0,"walkability index (as mean of deciles of facility richness index, landuse shannon's Evenness Index, population density, connectivity density) within a buffer of 300 m at pregnancy",,
core,agrgr_preg,decimal,percent,0,"percentage of agrgr (agricultural areas, semi-natural areas and wetlands) land use within a buffer of 300 m at pregnancy",,
core,airpt_preg,decimal,percent,0,percentage of airpt (airports) land use within a buffer of 300 m at pregnancy,,
core,hdres_preg,decimal,percent,0,percentage of hdres (continuous urban fabric) land use within a buffer of 300 m at pregnancy,,
core,indtr_preg,decimal,percent,0,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at pregnancy",,
core,ldres_preg,decimal,percent,0,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at pregnancy,,
core,natgr_preg,decimal,percent,0,percentage of natgr (forests) land use within a buffer of 300 m at pregnancy,,
core,other_preg,decimal,percent,0,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at pregnancy",,
core,port_preg,decimal,percent,0,percentage of port (port areas) land use within a buffer of 300 m at pregnancy,,
core,trans_preg,decimal,percent,0,"percentage of trans (road and rail network and associated land, fast transit roads and associated land, other roads and associated land, railways and associated land) land use within a buffer of 300 m at pregnancy",,
core,urbgr_preg,decimal,percent,0,"percentage of urbgr (green urban areas, sports and leisure facilities) land use within a buffer of 300 m at pregnancy",,
core,vldres_preg,decimal,percent,0,percentage of vldres (discontinuous very low density urban fabric) land use within a buffer of 300 m at pregnancy,,
core,water_preg,decimal,percent,0,percentage of water land use within a buffer of 300 m at pregnancy,,
core,blue_dist_preg,decimal,meter,0,"straight line distance to nearest blue space > 5,000 m2 at pregnancy",,
core,green_dist_preg,decimal,meter,0,"straight line distance to nearest green space > 5,000 m2 at pregnancy",,
core,blue_size_preg,decimal,square_meter,0,"area of closest blue space > 5,000m2 at pregnancy",,
core,green_size_preg,decimal,square_meter,0,"area of closest green space > 5,000m2 at pregnancy",,
core,blueyn300_preg,integer,numeric,0,"is there a blue space  > 5,000 m2 in a distance of 300 m? at pregnancy",,
core,greenyn300_preg,integer,numeric,0,"is there a green space  > 5,000 m2 in a distance of 300 m? at pregnancy",,
core,ndvi100_preg,decimal,ndvi_value,0,average of NDVI values within a buffer of 100 m at pregnancy,,
core,ndvi300_preg,decimal,ndvi_value,0,average of NDVI values within a buffer of 300 m at pregnancy,,
core,ndvi500_preg,decimal,ndvi_value,0,average of NDVI values within a buffer of 500 m at pregnancy,,
core,lden_preg,decimal,A_weighted_decibel,0,day-evening-night level at pregnancy,,
core,ln_preg,decimal,A_weighted_decibel,0,night level at pregnancy,,
core,lden_c_preg,integer,numeric,0,categorized day-evening-night level at pregnancy,,
core,ln_c_preg,integer,numeric,0,categorized night level at pregnancy,,
core,noise_dist_preg,decimal,meter,0,straight distance to the nearest road with noise level at pregnancy,,
core,areases_tert_preg,integer,numeric,0,area-level SES indicator (deprivation index in tertiles) at pregnancy,,
core,areases_quint_preg,integer,numeric,0,area-level SES indicator (deprivation index in quintiles) at pregnancy,,
core,distinvnear1_preg,decimal,inverse_meter,0,inverse distance to nearest road at pregnancy,,
core,trafload100_preg,decimal,vehicles_per_day_and_meter,0,total traffic load of all roads within a buffer of 100 m at pregnancy,,
core,trafmajorload100_preg,decimal,vehicles_per_day_and_meter,0,total traffic load of major roads within a buffer of 100 m at pregnancy,,
core,trafnear_preg,decimal,vehicles_per_day,0,traffic density on nearest road at pregnancy,,
core,foodenvdens300_preg,decimal,number_per_square_kilometer,0,number of facilities related to unhealthy food divided by the area of the 300 meters buffer at pregnancy,,
core,foodenvdensosm300_preg,decimal,number_per_square_kilometer,0,number of open street maps facilities related to unhealthy food divided by the area of the 300 meters buffer at pregnancy,,
core,tm_preg,decimal,degree_celsius,0,average of mean temperature during pregnancy,,
core,tmin_preg,decimal,degree_celsius,0,average of minimum temperature during pregnancy,,
core,tmax_preg,decimal,degree_celsius,0,average of maximum temperature during pregnancy,,
core,hum_preg,decimal,percent,0,average of mean relative humidity during pregnancy,,
core,hmin_preg,decimal,percent,0,average of minimum relative humidity during pregnancy,,
core,hmax_preg,decimal,percent,0,average of maximum relative humidity during pregnancy,,
core,uvddc_preg,decimal,kilojoules_per_square_meter,0,average of DNA-damage UV dose during pregnancy,,
core,uvdec_preg,decimal,kilojoules_per_square_meter,0,average of erythemal UV dose during pregnancy,,
core,uvdvc_preg,decimal,kilojoules_per_square_meter,0,average of vitamin-d UV dose during pregnancy,,
core,lst_preg,decimal,degree_celsius,0,land surface temperature during pregnancy,,
core,mdist_preg,decimal,meter,0,distance to meteorological station during pregnancy,,
core,veg_pgn,decimal,servings/day,0,Vegetables without potatoes  during pregnancy,,
core,fruit_pgn,decimal,servings/day,0,Fruits during pregnancy,,
core,dairy_pgn,decimal,servings/day,0,Milk and milk products during pregnancy,,
core,fish_pgn,decimal,servings/day,0,Fish and fish products during pregnancy,,
core,meat_pgn,decimal,servings/day,0,Meat and meat products during pregnancy,,
core,pulses_pgn,decimal,servings/day,0,"Legumes, nuts and their products  during pregnancy",,
core,sugar_pgn,decimal,servings/day,0,"Sugar, sugar products, chocolate products and confectionery  during pregnancy",,
core,egg_pgn,decimal,servings/day,0,Egg and egg products  during pregnancy,,
core,grain_pgn,decimal,servings/day,0,Grains and grain products  during pregnancy,,
core,lfdairy_pgn,decimal,servings/day,0,Low fat dairy during pregnancy,,
core,ffish_pgn,decimal,servings/day,0,Fatty Fish during pregnancy,,
core,nffish_pgn,decimal,servings/day,0,Non Fatty Fish during pregnancy,,
core,redmeat_pgn,decimal,servings/day,0,Red meat  during pregnancy,,
core,procmeat_pgn,decimal,servings/day,0,Processed meat during pregnancy,,
core,whgrains_pgn,decimal,servings/day,0,Whole grain cereals during pregnancy,,
core,swebev_pgn,decimal,servings/day,0,Sugar-sweetened beverages during pregnancy,,
core,potat_pgn,decimal,servings/day,0,Potatoes during pregnancy,,
core,sav_pgn,decimal,servings/day,0,Savory biscuits and crisps during pregnancy,,
core,dietass_pgn,integer,numeric,0,Method of dietary assesment in pregnancy,,
core,dietga_pgn,decimal,weeks,0,Gestational week at dietary assesment,,
core,veg_psc,decimal,servings/day,0,Vegetables without potatoes in preschool age,,
core,fruit_psc,decimal,servings/day,0,Fruits in  preschool age,,
core,dairy_psc,decimal,servings/day,0,Milk and milk products in  preschool age,,
core,fish_psc,decimal,servings/day,0,Fish and fish products in  preschool age,,
core,meat_psc,decimal,servings/day,0,Meat and meat products in  preschool age,,
core,pulses_psc,decimal,servings/day,0,"Legumes, nuts and their products in  preschool age",,
core,sugar_psc,decimal,servings/day,0,"Sugar, sugar products, chocolate products and confectionery in  preschool age",,
core,egg_psc,decimal,servings/day,0,Egg and egg products in preschool age,,
core,grain_psc,decimal,servings/day,0,Grains and grain products in  preschool age,,
core,lfdairy_psc,decimal,servings/day,0,Low fat dairy in preschool age,,
core,ffish_psc,decimal,servings/day,0,Fatty Fish in preschool age,,
core,nffish_psc,decimal,servings/day,0,Non Fatty Fish in preschool age,,
core,redmeat_psc,decimal,servings/day,0,Red meat  during in preschool age,,
core,procmeat_psc,decimal,servings/day,0,Processed meat in preschool age,,
core,whgrains_psc,decimal,servings/day,0,Whole grain cereals in preschool age,,
core,swebev_psc,decimal,servings/day,0,Sugar-sweetened beverages in preschool age,,
core,potat_psc,decimal,servings/day,0,Potatoes in preschool age,,
core,sav_psc,decimal,servings/day,0,Savory biscuits and crisps in preschool age,,
core,dietass_psc,integer,numeric,0,Method of dietary assesment in preschool age,,
core,dietage_psc,decimal,years,0,Exact age at dietary assesment in preschool age,,
core,veg_sch,decimal,servings/day,0,Vegetables without potatoes in school-age children,,
core,fruit_sch,decimal,servings/day,0,Fruits in school-age children,,
core,dairy_sch,decimal,servings/day,0,Milk and milk products in school-age children,,
core,fish_sch,decimal,servings/day,0,Fish and fish products in school-age children,,
core,meat_sch,decimal,servings/day,0,Meat and meat products in school-age children,,
core,pulses_sch,decimal,servings/day,0,"Legumes, nuts and their products in school-age children",,
core,sugar_sch,decimal,servings/day,0,"Sugar, sugar products, chocolate products and confectionery in school-age children",,
core,egg_sch,decimal,servings/day,0,Egg and egg products in school-age children,,
core,grain_sch,decimal,servings/day,0,Grains and grain products in school-age children,,
core,lfdairy_sch,decimal,servings/day,0,Low fat dairy in school-age children,,
core,ffish_sch,decimal,servings/day,0,Fatty Fish in school-age children,,
core,nffish_sch,decimal,servings/day,0,Non Fatty Fish in school-age children,,
core,redmeat_sch,decimal,servings/day,0,Red meat  during in school-age children,,
core,procmeat_sch,decimal,servings/day,0,Processed meat in school-age children,,
core,whgrains_sch,decimal,servings/day,0,Whole grain cereals inschool-age children,,
core,swebev_sch,decimal,servings/day,0,Sugar-sweetened beverages in school-age children,,
core,potat_sch,decimal,servings/day,0,Potatoes in school-age children,,
core,sav_sch,decimal,servings/day,0,Savory biscuits and crisps in school-age children,,
core,dietass_sch,integer,numeric,0,Method of dietary assesment in school-age children,,
core,dietage_sch,decimal,years,0,Exact age at dietary assesment of  school-age children,,
core,kcal_pgn,decimal,Kcal/day,0,Total Daily Kcal intake during pregnancy,,
core,totfat_pgn,decimal,gr/day,0,Total Fat intake during pregnancy,,
core,percfat_pgn,decimal,% energy intake,0,Percentage of Total Fat intake during pregnancy,,
core,satfat_pgn,decimal,% total food,0,Saturated Fats intake during pregnancy,,
core,pufas_pgn,decimal,% total food,0,Polyunsaturated fats intake during pregnancy,,
core,transfat_pgn,decimal,% total food,0,Trans Fats intake during pregnancy,,
core,totprot_pgn,decimal,gr/day,0,Total Protein intake during pregnancy,,
core,percprot_pgn,decimal,% energy intake,0,Percentage of Total Protein intake during pregnancy,,
core,totcarb_pgn,decimal,gr/day,0,Total carbohydrate intake during pregnancy,,
core,perccarb_pgn,decimal,% energy intake,0,Percentage of Total carbohydrate intake during pregnancy,,
core,na_pgn,decimal,mg/day,0,Sodium intake during pregnancy,,
core,kcal_psc,decimal,Kcal/day,0,Daily Kcal intake in preschool age,,
core,totfat_psc,decimal,gr/day,0,Total Fat intake in preschool age,,
core,percfat_psc,decimal,% energy intake,0,Total Fat intake in preschool age,,
core,satfat_psc,decimal,% total food,0,Saturated Fats intake in preschool age,,
core,pufas_psc,decimal,% total food,0,Polyunsaturated fats intakein preschool age,,
core,transfat_psc,decimal,% total food,0,Trans Fats intake in preschool age,,
core,totprot_psc,decimal,gr/day,0,Total Protein intake in preschool age,,
core,percprot_psc,decimal,% energy intake,0,Total Protein intake in preschool age,,
core,totcarb_psc,decimal,gr/day,0,Total carbohydrate intake in preschool age,,
core,perccarb_psc,decimal,% energy intake,0,Total carbohydrate intake in preschool age,,
core,na_psc,decimal,mg/day,0,Sodium intake in preschool age,,
core,kcal_sch,decimal,Kcal/day,0,Daily Kcal intake in school-age children,,
core,totfat_sch,decimal,gr/day,0,Total Fat intake in school-age children,,
core,percfat_sch,decimal,% energy intake,0,Total Fat intake in school-age children,,
core,satfat_sch,decimal,% total food,0,Saturated Fats intake during pregnancy,,
core,pufas_sch,decimal,% total food,0,Polyunsaturated fats intake in school-age children,,
core,transfat_sch,decimal,% total food,0,Trans Fats intake in school-age children,,
core,totprot_sch,decimal,gr/day,0,Total Protein intake in school-age children,,
core,percprot_sch,decimal,% energy intake,0,Total Protein intake in school-age children,,
core,totcarb_sch,decimal,gr/day,0,Total carbohydrate intake in school-age children,,
core,perccarb_sch,decimal,% energy intake,0,Total carbohydrate intake in school-age children,,
core,na_sch,decimal,mg/day,0,Sodium intake in school-age children,,
core,dash_pgn,integer,numeric,0,Fung's DASH diet index in pregnancy,,
core,dash_sch,integer,numeric,0,Fung's DASH diet index in school-aged children,,
core,skipbreakf_psc,decimal,times/week,0,Skipping Breakfast,,
core,famdinner_psc,decimal,times/week,0,Family dinner or dinner with at least one adult ,,
core,tveat_psc,decimal,times/week,0,Eating with the TV on,,
core,mainmeal_psc,decimal,times/day,0,Main meals frequency per day,,
core,snacks_psc,decimal,times/day,0,Snacking frequency per day,,
core,fastfood_psc,decimal,times/week,0,Visiting fast food restaurant,,
core,skipbreakf_sch,decimal,times/week,0,Skipping Breakfast,,
core,famdinner_sch,decimal,times/week,0,Family dinner or dinner with at least one adult ,,
core,tveat_sch,decimal,times/week,0,Eating with the TV on,,
core,mainmeal_sch,decimal,times/day,0,Main meals frequency per day,,
core,snacks_sch,decimal,times/day,0,Snacking frequency per day,,
core,fastfood_sch,decimal,times/week,0,Visiting fast food restaurant,,
core,supp_pgn,integer,numeric,0,Supplements during pregnancy,,
core,supp_psc,integer,numeric,0,Supplements in preschool age,,
core,supp_sch,integer,numeric,0,Supplements in school-age children,,
core,recruit_age,integer,days,0,"Age of the child at time of enrolment. In days. Negative if prepartum, positive if postpartum",,
core,cats_preg,integer,numeric,0,Cat ownership during pregnancy,,
core,cats_quant_preg,integer,cats,0,Number of cats owned during pregnancy,,
core,dogs_preg,integer,numeric,0, Dog ownership during pregnancy,,
core,dogs_quant_preg,integer,dogs,0,Number of dogs owned during pregnancy,,
core,prepreg_dep,integer,numeric,0,Maternal history of depressive disorders,,
core,prepreg_anx,integer,numeric,0,Maternal history of anxiety disorders,,
core,prepreg_ed,integer,numeric,0,Maternal history of any eating disorder,,
core,preg_ed,integer,numeric,0,Maternal any eating disorder active during the index pregnancy,,
core,prepreg_an,integer,numeric,0,Maternal history of anorexia nervosa,,
core,preg_an,integer,numeric,0,Maternal anorexia nervosa active during the index pregnancy,,
core,prepreg_bn,integer,numeric,0,Maternal history of bulimia nervosa ,,
core,preg_bn,integer,numeric,0,Maternal bulimia nervosa active during the index pregnancy,,
core,abroad_mo,integer,numeric,0,Mother's born abroad,,
core,abroad_fa,integer,numeric,0,Father's born abroad,,
core,abroad_child,integer,numeric,0,Child's born abroad,,
core,age_years,integer,numeric,1,Age of child in years,,
core,age_months,integer,numeric,1,Age of child in months,,
core,height_,decimal,cm,1,Height of the child,,
core,height_age,integer,days,1,Age of the child at height measurement,,
core,weight_,decimal,kg,1,Weight of the child,,
core,weight_age,integer,days,1,Age of the child at weight measurement,,
core,cohab_,integer,numeric,1,Cohabitation status ,,
core,occup_m_,integer,numeric,1,Maternal occupational status ,,
core,occupcode_m_,integer,numeric,1,Maternal occupational code,,
core,edu_m_,integer,numeric,1,Maternal eduction ,,
core,occup_f1_,integer,numeric,1,"Paternal occupational status, primary father ",,
core,occup_f1_fath,integer,numeric,1,Father type for occup_f1_,,
core,occup_f2_,integer,numeric,1,"Paternal occupational status, secondary father ",,
core,occup_f2_fath,integer,numeric,1,Father type for occup_f2_,,
core,occupcode_f1_,integer,numeric,1,Primary father's occupational code,,
core,occupcode_f1_fath,integer,numeric,1,Father type for occupcode_f1_,,
core,occupcode_f2_,integer,numeric,1,Secondary father's occupational code,,
core,occupcode_f2_fath,integer,numeric,1,Father type for occupcode_f2_,,
core,edu_f1_,integer,numeric,1,Primary father figure's education level,,
core,edu_f1_fath,integer,numeric,1,Type of father for edu_f1_,,
core,edu_f2_,integer,numeric,1,Secondary father figure's education level ,,
core,edu_f2_fath,integer,numeric,1,Type of father for edu_f2_,,
core,childcare_,integer,numeric,1,Child cared for by care givers other than parents,,
core,childcarerel_,integer,numeric,1,Child cared for by relatives/friends/nanny/babysitter/au pair,,
core,childcareprof_,integer,numeric,1,Child cared for by a child care professional,,
core,childcarecentre_,integer,numeric,1,Child attending a day care centre,,
core,smk_exp,integer,numeric,1,Exposure to passive smoke,,
core,pets_,integer,numeric,1,Furry pet ownership,,
core,cats_,integer,numeric,1,Cat ownership,,
core,cats_quant_,integer,cats,1,Quantity of cats owned,,
core,dogs_,integer,numeric,1,Dog ownership,,
core,dogs_quant_,integer,dogs,1,Quantity of dogs owned,,
core,mental_exp,integer,numeric,1,Mental disorder exposure ,,
core,hhincome_,integer,numeric,1,Total yearly income of the household ,,
core,fam_splitup,integer,numeric,1,Parent split up ,,
core,famsize_child,integer,numeric,1,"Family size at birth, children ",,
core,famsize_adult,integer,numeric,1,"Family size at birth, adults ",,
core,no2_,decimal,micrograms_per_cubic_meter,1,no2 average value (extrapolated back in time using ratio method),,
core,nox_,decimal,micrograms_per_cubic_meter,1,nox average value (extrapolated back in time using ratio method),,
core,pm10_,decimal,micrograms_per_cubic_meter,1,pm10 average value (extrapolated back in time using ratio method),,
core,pm25_,decimal,micrograms_per_cubic_meter,1,pm25 average value (extrapolated back in time using ratio method),,
