table,variable,name,missing,label
outcome,bicepsfmes_,1,0,Parent/self-reported
outcome,subscapsfmes_,0,0,Measured
outcome,subscapsfmes_,1,0,Parent/self-reported
outcome,tricepsfmes_,0,0,Measured
outcome,tricepsfmes_,1,0,Parent/self-reported
outcome,suprasfmes_,0,0,Measured
outcome,suprasfmes_,1,0,Parent/self-reported
outcome,armlengthmes_,0,0,Measured
outcome,armlengthmes_,1,0,Parent/self-reported
outcome,sittinghtmes_,0,0,Measured
outcome,sittinghtmes_,1,0,Parent/self-reported
outcome,glucosemes_,0,0,Nonfasting
outcome,glucosemes_,1,0,Fasting
outcome,haemmes_,0,0,Nonfasting
outcome,haemmes_,1,0,Fasting
outcome,hba1cmes_,0,0,Nonfasting
outcome,hba1cmes_,1,0,Fasting
outcome,insulinmes_,0,0,Nonfasting
outcome,insulinmes_,1,0,Fasting
outcome,crpmes_,0,0,Nonfasting
outcome,crpmes_,1,0,Fasting
outcome,il6mes_,0,0,Nonfasting
outcome,il6mes_,1,0,Fasting
outcome,adipomes_,0,0,Nonfasting
outcome,adipomes_,1,0,Fasting
outcome,leptinmes_,0,0,Nonfasting
outcome,leptinmes_,1,0,Fasting
outcome,cholmes_,0,0,Nonfasting
outcome,cholmes_,1,0,Fasting
outcome,hdlcmes_,0,0,Nonfasting
outcome,hdlcmes_,1,0,Fasting
outcome,ldlcmes_,0,0,Nonfasting
outcome,ldlcmes_,1,0,Fasting
outcome,vldlcmes_,0,0,Nonfasting
outcome,vldlcmes_,1,0,Fasting
outcome,triglyceridesmes_,0,0,Nonfasting
outcome,triglyceridesmes_,1,0,Fasting
outcome,pulsemessit_,0,0,Standing
outcome,pulsemessit_,1,0,Sitting
outcome,cbpsit_,0,0,Standing
outcome,cbpsit_,1,0,Sitting
outcome,cimtmes_,0,0,ZONARE
outcome,cimtmes_,1,0,Other
outcome,whe_,0,0,no
outcome,whe_,1,0,yes
outcome,asthma_,0,0,no
outcome,asthma_,1,0,yes
outcome,asthma_med_,0,0,no
outcome,asthma_med_,1,0,yes
outcome,asthma_med_spec_,0,0,no
outcome,asthma_med_spec_,1,0,inhaled bronchodilator (reliever inhaler) only
outcome,asthma_med_spec_,2,0,inhaled corticosteroid (preventer inhaler) only
outcome,asthma_med_spec_,3,0,both 1 and 2
outcome,asthma_med_spec_,4,0,other/unspecified
outcome,asthma_current_MeDALL_,0,0,no
outcome,asthma_current_MeDALL_,1,0,yes
outcome,asthma_current_ISAAC_,0,0,no
outcome,asthma_current_ISAAC_,1,0,yes
outcome,URTI_,0,0,no
outcome,URTI_,1,0,yes
outcome,LRTI_,0,0,no
outcome,LRTI_,1,0,yes
outcome,repro_,0,0,no
outcome,repro_,1,0,yes
outcome,BHR_,0,0,no
outcome,BHR_,1,0,yes
outcome,food_all_,0,0,no
outcome,food_all_,1,0,yes
outcome,inh_all_,0,0,no
outcome,inh_all_,1,0,yes
outcome,all_,0,0,no
outcome,all_,1,0,yes
outcome,food_all_sens_SPT_,0,0,no
outcome,food_all_sens_SPT_,1,0,yes
outcome,inh_all_sens_SPT_,0,0,no
outcome,inh_all_sens_SPT_,1,0,yes
outcome,int_eval_,1,0,teacher
outcome,int_eval_,2,0,parent
outcome,int_eval_,3,0,examiner
outcome,int_eval_,4,0,computerized
outcome,int_eval_,5,0,self-reported
outcome,int_eval_,6,0,other
outcome,int_instr_,8,0,BPM
outcome,int_instr_,13,0,CBCL
outcome,int_instr_,34,0,ITSEA
outcome,int_instr_,47,0,SDQ
outcome,int_instr_,56,0,TRF
outcome,int_instr_,61,0,YSR
outcome,ext_eval_,1,0,teacher
outcome,ext_eval_,2,0,parent
outcome,ext_eval_,3,0,examiner
outcome,ext_eval_,4,0,computerized
outcome,ext_eval_,5,0,self-reported
outcome,ext_eval_,6,0,other
outcome,ext_instr_,8,0,BPM
outcome,ext_instr_,13,0,CBCL
outcome,ext_instr_,34,0,ITSEA
outcome,ext_instr_,47,0,SDQ
outcome,ext_instr_,56,0,TRF
outcome,ext_instr_,61,0,YSR
outcome,adhd_eval_,1,0,teacher
outcome,adhd_eval_,2,0,parent
outcome,adhd_eval_,3,0,examiner
outcome,adhd_eval_,4,0,computerized
outcome,adhd_eval_,5,0,self-reported
outcome,adhd_eval_,6,0,other
outcome,adhd_instr_,13,0,CBCL
outcome,adhd_instr_,20,0,CPRS-R
outcome,adhd_instr_,25,0,DISC-IV/DSM
outcome,adhd_instr_,47,0,SDQ
outcome,adhd_instr_,53,0,SWAN
outcome,adhdR_,0,0,no
outcome,adhdR_,1,0,yes
outcome,adhdR_eval_,1,0,medical registries or medical records linkage
outcome,adhdR_eval_,2,0,parentally reported doctor-diagnosed disorder
outcome,asd_eval_,1,0,teacher
outcome,asd_eval_,2,0,parent
outcome,asd_eval_,3,0,examiner
outcome,asd_eval_,4,0,computerized
outcome,asd_eval_,5,0,self-reported
outcome,asd_eval_,6,0,other
outcome,asd_instr_,1,0,ADBB
outcome,asd_instr_,3,0,AQ
outcome,asd_instr_,12,0,CAST
outcome,asd_instr_,28,0,ESAT
outcome,asd_instr_,37,0,M-CHAT
outcome,asd_instr_,42,0,NVCC
outcome,asd_instr_,46,0,SCQ
outcome,asd_instr_,50,0,SRS
outcome,asdR_,0,0,no
outcome,asdR_,1,0,yes
outcome,asdR_eval_,1,0,medical registries or medical records linkage
outcome,asdR_eval_,2,0,parentally reported doctor-diagnosed disorder
outcome,gm_eval_,1,0,teacher
outcome,gm_eval_,2,0,parent
outcome,gm_eval_,3,0,examiner
outcome,gm_eval_,4,0,computerized
outcome,gm_eval_,5,0,self-reported
outcome,gm_eval_,6,0,other
outcome,gm_instr_,2,0,ADRIYC
outcome,gm_instr_,4,0,ASQ
outcome,gm_instr_,7,0,BLS
outcome,gm_instr_,10,0,BSID
outcome,gm_instr_,15,0,CDI
outcome,gm_instr_,23,0,DCDQ
outcome,gm_instr_,24,0,DDST
outcome,gm_instr_,31,0,GMDS
outcome,gm_instr_,33,0,HELP
outcome,gm_instr_,35,0,M-ABC
outcome,gm_instr_,39,0,MSCA
outcome,gm_instr_,51,0,STYCAR
outcome,gm_instr_,55,0,TowenNE
outcome,gm_instr_,58,0,WDSC
outcome,fm_eval_,1,0,teacher
outcome,fm_eval_,2,0,parent
outcome,fm_eval_,3,0,examiner
outcome,fm_eval_,4,0,computerized
outcome,fm_eval_,5,0,self-reported
outcome,fm_eval_,6,0,other
outcome,fm_instr_,2,0,ADRIYC
outcome,fm_instr_,4,0,ASQ
outcome,fm_instr_,7,0,BLS
outcome,fm_instr_,10,0,BSID
outcome,fm_instr_,15,0,CDI
outcome,fm_instr_,19,0,CKAT
outcome,fm_instr_,23,0,DCDQ
outcome,fm_instr_,24,0,DDST
outcome,fm_instr_,31,0,GMDS
outcome,fm_instr_,32,0,GPT
outcome,fm_instr_,33,0,HELP
outcome,fm_instr_,35,0,M-ABC
outcome,fm_instr_,39,0,MSCA
outcome,fm_instr_,44,0,PMT
outcome,fm_instr_,51,0,STYCAR
outcome,fm_instr_,54,0,TMT
outcome,fm_instr_,58,0,WDSC
outcome,nvi_eval_,1,0,teacher
outcome,nvi_eval_,2,0,parent
outcome,nvi_eval_,3,0,examiner
outcome,nvi_eval_,4,0,computerized
outcome,nvi_eval_,5,0,self-reported
outcome,nvi_eval_,6,0,other
outcome,nvi_instr_,4,0,ASQ
outcome,nvi_instr_,5,0,BAS
outcome,nvi_instr_,10,0,BSID
outcome,nvi_instr_,17,0,CFIT
outcome,nvi_instr_,18,0,CIIS
outcome,nvi_instr_,30,0,GDO-R
outcome,nvi_instr_,31,0,GMDS
outcome,nvi_instr_,33,0,HELP
outcome,nvi_instr_,39,0,MSCA
outcome,nvi_instr_,45,0,RPM
outcome,nvi_instr_,49,0,SON-R
outcome,nvi_instr_,57,0,WAIS
outcome,nvi_instr_,59,0,WISC
outcome,nvi_instr_,60,0,WPPSI
outcome,wm_eval_,1,0,teacher
outcome,wm_eval_,2,0,parent
outcome,wm_eval_,3,0,examiner
outcome,wm_eval_,4,0,computerized
outcome,wm_eval_,5,0,self-reported
outcome,wm_eval_,6,0,other
outcome,wm_instr_,21,0,CST
outcome,wm_instr_,40,0,N-Back
outcome,lan_eval_,1,0,teacher
outcome,lan_eval_,2,0,parent
outcome,lan_eval_,3,0,examiner
outcome,lan_eval_,4,0,computerized
outcome,lan_eval_,5,0,self-reported
outcome,lan_eval_,6,0,other
outcome,lan_instr_,2,0,ADRIYC
outcome,lan_instr_,5,0,BAS
outcome,lan_instr_,6,0,BDIST
outcome,lan_instr_,7,0,BLS
outcome,lan_instr_,9,0,BPVS
outcome,lan_instr_,10,0,BSID
outcome,lan_instr_,11,0,BST
outcome,lan_instr_,14,0,CCC
outcome,lan_instr_,15,0,CDI
outcome,lan_instr_,16,0,CELF
outcome,lan_instr_,22,0,DBLR
outcome,lan_instr_,24,0,DDST
outcome,lan_instr_,26,0,ELM
outcome,lan_instr_,27,0,ELOLA
outcome,lan_instr_,29,0,EYFSP
outcome,lan_instr_,30,0,GDO-R
outcome,lan_instr_,31,0,GMDS
outcome,lan_instr_,33,0,HELP
outcome,lan_instr_,36,0,MCDI
outcome,lan_instr_,38,0,MoCa
outcome,lan_instr_,39,0,MSCA
outcome,lan_instr_,41,0,NEPSY-II
outcome,lan_instr_,43,0,ONA
outcome,lan_instr_,48,0,SLAS
outcome,lan_instr_,51,0,STYCAR
outcome,lan_instr_,52,0,SVF
outcome,lan_instr_,57,0,WAIS
outcome,lan_instr_,58,0,WDSC
outcome,lan_instr_,59,0,WISC
outcome,lan_instr_,60,0,WPPSI
outcome,food_all_sens_SPT_COWMILK_,0,0,no
outcome,food_all_sens_SPT_COWMILK_,1,0,yes
outcome,food_all_sens_SPT_EGG_,0,0,no
outcome,food_all_sens_SPT_EGG_,1,0,yes
outcome,"food_all_sens_SPT_WHEAT_
",0,0,no
outcome,food_all_sens_SPT_WHEAT_,1,0,yes
outcome,food_all_sens_SPT_PNT_,0,0,no
outcome,food_all_sens_SPT_PNT_,1,0,yes
outcome,"food_all_sens_SPT_NUT_mix_
",0,0,no
outcome,"food_all_sens_SPT_NUT_mix_
",1,0,yes
outcome,"food_all_sens_SPT_NUT_wal_
",0,0,no
outcome,"food_all_sens_SPT_NUT_wal_
",1,0,yes
outcome,food_all_sens_SPT_NUT_cas_,0,0,no
outcome,food_all_sens_SPT_NUT_cas_,1,0,yes
outcome,"food_all_sens_SPT_NUT_haz_
",0,0,no
outcome,"food_all_sens_SPT_NUT_haz_
",1,0,yes
outcome,"food_all_sens_SPT_SES_
",0,0,no
outcome,"food_all_sens_SPT_SES_
",1,0,yes
outcome,food_all_sens_SPT_FISH_mix_,0,0,no
outcome,food_all_sens_SPT_FISH_mix_,1,0,yes
outcome,food_all_sens_SPT_FISH_cod_,0,0,no
outcome,food_all_sens_SPT_FISH_cod_,1,0,yes
outcome,food_all_sens_SPT_SHELL_mix_,0,0,no
outcome,food_all_sens_SPT_SHELL_mix_,1,0,yes
outcome,food_all_sens_SPT_FRUIT_kiw_,0,0,no
outcome,food_all_sens_SPT_FRUIT_kiw_,1,0,yes
outcome,food_all_sens_SPT_FRUIT_pea_,0,0,no
outcome,food_all_sens_SPT_FRUIT_pea_,1,0,yes
outcome,inh_all_sens_SPT_GRASS_mix _,0,0,no
outcome,inh_all_sens_SPT_GRASS_mix _,1,0,yes
outcome,inh_all_sens_SPT_GRASS_tim _,0,0,no
outcome,inh_all_sens_SPT_GRASS_tim _,1,0,yes
outcome,inh_all_sens_SPT_CAT _,0,0,no
outcome,inh_all_sens_SPT_CAT _,1,0,yes
outcome,inh_all_sens_SPT_DOG _,0,0,no
outcome,inh_all_sens_SPT_DOG _,1,0,yes
outcome,"inh_all_sens_SPT_HDM_mix _
",0,0,no
outcome,"inh_all_sens_SPT_HDM_mix _
",1,0,yes
outcome,inh_all_sens_SPT_HDM_derf _,0,0,no
outcome,inh_all_sens_SPT_HDM_derf _,1,0,yes
outcome,inh_all_sens_SPT_HDM_derp _,0,0,no
outcome,inh_all_sens_SPT_HDM_derp _,1,0,yes
outcome,inh_all_sens_SPT_TREE_mix _,0,0,no
outcome,inh_all_sens_SPT_TREE_mix _,1,0,yes
outcome,inh_all_sens_SPT_TREE_birch _,0,0,no
outcome,inh_all_sens_SPT_TREE_birch _,1,0,yes
outcome,matsmo_array_,1,0,450K
outcome,matsmo_array_,2,0,EPIC
outcome,matsmo_tissue_,1,0,whole blood
outcome,matsmo_tissue_,2,0,cord blood
outcome,matsmo_tissue_,3,0,placenta
outcome,matsmo_format_,0,0,RAW
outcome,matsmo_format_,1,0,BMIQ
outcome,matsmo_format_,2,0,DASEN
outcome,matsmo_format_,3,0,SWAN
outcome,matsmo_format_,4,0,SQN
outcome,matsmo_format_,5,0,RCP
outcome,matsmo_format_,6,0,NOOB
outcome,matsmo_format_,7,0,CPACOR
outcome,matsmo_format_,8,0,FUNNORM
outcome,matsmo_format_,9,0,OTHER
