table,name,valueType,unit,repeatable,label,variableNameRegexp,variableValueRegexp
chemicals,m_mbzp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MBzP at pregnancy,,
chemicals,m_mbzp_raw_birth,decimal,µg/ml,0,Maternal  MBzP birth levels,,
chemicals,m_mbzp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MBzP at birth,,
chemicals,m_mehp_raw_precon,decimal,µg/ml,0,Maternal MEHP preconception levels,,
chemicals,m_mehp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MEHP at preconception,,
chemicals,m_mehp_raw_preg,decimal,µg/ml,0,Maternal urine MEHP pregnancy levels,,
chemicals,m_mehp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MEHP at pregnancy,,
chemicals,m_mehp_raw_birth,decimal,µg/ml,0,Maternal  MEHP birth levels,,
chemicals,m_mehp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MEHP at birth,,
chemicals,m_mehhp_raw_precon,decimal,µg/ml,0,Maternal MEHHP preconception levels,,
chemicals,m_mehhp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MEHHP at preconception,,
chemicals,m_mehhp_raw_preg,decimal,µg/ml,0,Maternal urine MEHHP pregnancy levels,,
chemicals,m_mehhp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MEHHP at pregnancy,,
chemicals,m_mehhp_raw_birth,decimal,µg/ml,0,Maternal  MEHHP birth levels,,
chemicals,m_mehhp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MEHHP at birth,,
chemicals,m_meohp_raw_precon,decimal,µg/ml,0,Maternal MEOHP preconception levels,,
chemicals,m_meohp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MEOHP at preconception,,
chemicals,m_meohp_raw_preg,decimal,µg/ml,0,Maternal urine MEOHP pregnancy levels,,
chemicals,m_meohp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MEOHP at pregnancy,,
chemicals,m_meohp_raw_birth,decimal,µg/ml,0,Maternal  MEOHP birth levels,,
chemicals,m_meohp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MEOHP at birth,,
chemicals,m_mecpp_raw_precon,decimal,µg/ml,0,Maternal MECPP preconception levels,,
chemicals,m_mecpp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MECPP at preconception,,
chemicals,m_mecpp_raw_preg,decimal,µg/ml,0,Maternal urine MECPP pregnancy levels,,
chemicals,m_mecpp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MECPP at pregnancy,,
chemicals,m_mecpp_raw_birth,decimal,µg/ml,0,Maternal  MECPP birth levels,,
chemicals,m_mecpp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MECPP at birth,,
chemicals,m_mmchp_raw_precon,decimal,µg/ml,0,Maternal MMCHP preconception levels,,
chemicals,m_mmchp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MMCHP at preconception,,
chemicals,m_mmchp_raw_preg,decimal,µg/ml,0,Maternal urine MMCHP pregnancy levels,,
chemicals,m_mmchp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MMCHP at pregnancy,,
chemicals,m_mmchp_raw_birth,decimal,µg/ml,0,Maternal  MMCHP birth levels,,
chemicals,m_mmchp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MMCHP at birth,,
chemicals,m_ohminp_raw_precon,decimal,µg/ml,0,Maternal oh_MiNP preconception levels,,
chemicals,m_ohminp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  oh_MiNP at preconception,,
chemicals,m_ohminp_raw_preg,decimal,µg/ml,0,Maternal urine oh_MiNP pregnancy levels,,
chemicals,m_ohminp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine oh_MiNP at pregnancy,,
chemicals,m_ohminp_raw_birth,decimal,µg/ml,0,Maternal  oh_MiNP birth levels,,
chemicals,m_ohminp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  oh_MiNP at birth,,
chemicals,m_oxominp_raw_precon,decimal,µg/ml,0,Maternal oxo_MiNP preconception levels,,
chemicals,m_oxominp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  oxo_MiNP at preconception,,
chemicals,m_oxominp_raw_preg,decimal,µg/ml,0,Maternal urine oxo_MiNP pregnancy levels,,
chemicals,m_oxominp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine oxo_MiNP at pregnancy,,
chemicals,m_oxominp_raw_birth,decimal,µg/ml,0,Maternal  oxo_MiNP birth levels,,
chemicals,m_oxominp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  oxo_MiNP at birth,,
chemicals,m_cxminp_raw_precon,decimal,µg/ml,0,Maternal cx_MiNP preconception levels,,
chemicals,m_cxminp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  cx_MiNP at preconception,,
chemicals,m_cxminp_raw_preg,decimal,µg/ml,0,Maternal urine cx_MiNP pregnancy levels,,
chemicals,m_cxminp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine cx_MiNP at pregnancy,,
chemicals,m_cxminp_raw_birth,decimal,µg/ml,0,Maternal  cx_MiNP birth levels,,
chemicals,m_cxminp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  cx_MiNP at birth,,
chemicals,m_ohmphp_raw_precon,decimal,µg/ml,0,Maternal oh_MPHP preconception levels,,
chemicals,m_ohmphp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  oh_MPHP at preconception,,
chemicals,m_ohmphp_raw_preg,decimal,µg/ml,0,Maternal urine oh_MPHP pregnancy levels,,
chemicals,m_ohmphp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine oh_MPHP at pregnancy,,
chemicals,m_ohmphp_raw_birth,decimal,µg/ml,0,Maternal  oh_MPHP birth levels,,
chemicals,m_ohmphp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  oh_MPHP at birth,,
chemicals,m_ohminch_raw_precon,decimal,µg/ml,0,Maternal oh_MiNCH preconception levels,,
chemicals,m_ohminch_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  oh_MiNCH at preconception,,
chemicals,m_ohminch_raw_preg,decimal,µg/ml,0,Maternal urine oh_MiNCH pregnancy levels,,
chemicals,m_ohminch_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine oh_MiNCH at pregnancy,,
chemicals,m_ohminch_raw_birth,decimal,µg/ml,0,Maternal  oh_MiNCH birth levels,,
chemicals,m_ohminch_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  oh_MiNCH at birth,,
chemicals,m_oxominch_raw_precon,decimal,µg/ml,0,Maternal oxo_MiNCH preconception levels,,
chemicals,m_oxominch_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  oxo_MiNCH at preconception,,
chemicals,m_oxominch_raw_preg,decimal,µg/ml,0,Maternal urine oxo_MiNCH pregnancy levels,,
chemicals,m_oxominch_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine oxo_MiNCH at pregnancy,,
chemicals,m_oxominch_raw_birth,decimal,µg/ml,0,Maternal  oxo_MiNCH birth levels,,
chemicals,m_oxominch_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  oxo_MiNCH at birth,,
chemicals,m_mnpep_raw_precon,decimal,µg/ml,0,Maternal MnPeP preconception levels,,
chemicals,m_mnpep_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MnPeP at preconception,,
chemicals,m_mnpep_raw_preg,decimal,µg/ml,0,Maternal urine MnPeP pregnancy levels,,
chemicals,m_mnpep_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MnPeP at pregnancy,,
chemicals,m_mnpep_raw_birth,decimal,µg/ml,0,Maternal  MnPeP birth levels,,
chemicals,m_mnpep_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MnPeP at birth,,
chemicals,m_mchp_raw_precon,decimal,µg/ml,0,Maternal MCHP preconception levels,,
chemicals,m_mchp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MCHP at preconception,,
chemicals,m_mchp_raw_preg,decimal,µg/ml,0,Maternal urine MCHP pregnancy levels,,
chemicals,m_mchp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MCHP at pregnancy,,
chemicals,m_mchp_raw_birth,decimal,µg/ml,0,Maternal  MCHP birth levels,,
chemicals,m_mchp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MCHP at birth,,
chemicals,m_mnop_raw_precon,decimal,µg/ml,0,Maternal MnOP preconception levels,,
chemicals,m_mnop_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  MnOP at preconception,,
chemicals,m_mnop_raw_preg,decimal,µg/ml,0,Maternal urine MnOP pregnancy levels,,
chemicals,m_mnop_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine MnOP at pregnancy,,
chemicals,m_mnop_raw_birth,decimal,µg/ml,0,Maternal  MnOP birth levels,,
chemicals,m_mnop_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  MnOP at birth,,
chemicals,m_mmp_raw_precon,decimal,µg/ml,0,Maternal mMP preconception levels,,
chemicals,m_mmp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  mMP at preconception,,
chemicals,m_mmp_raw_preg,decimal,µg/ml,0,Maternal urine mMP pregnancy levels,,
chemicals,m_mmp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine mMP at pregnancy,,
chemicals,m_mmp_raw_birth,decimal,µg/ml,0,Maternal  mMP birth levels,,
chemicals,m_mmp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  mMP at birth,,
chemicals,m_mhxp_raw_precon,decimal,µg/ml,0,Maternal mHxP preconception levels,,
chemicals,m_mhxp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  mHxP at preconception,,
chemicals,m_mhxp_raw_preg,decimal,µg/ml,0,Maternal urine mHxP pregnancy levels,,
chemicals,m_mhxp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine mHxP at pregnancy,,
chemicals,m_mhxp_raw_birth,decimal,µg/ml,0,Maternal  mHxP birth levels,,
chemicals,m_mhxp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  mHxP at birth,,
chemicals,m_mhpp_raw_precon,decimal,µg/ml,0,Maternal mHpP preconception levels,,
chemicals,m_mhpp_lod_precon,decimal,µg/ml,0,Limit of detection of maternal  mHpP at preconception,,
chemicals,m_mhpp_raw_preg,decimal,µg/ml,0,Maternal urine mHpP pregnancy levels,,
chemicals,m_mhpp_lod_preg,decimal,µg/ml,0,Limit of detection of maternal urine mHpP at pregnancy,,
chemicals,m_mhpp_raw_birth,decimal,µg/ml,0,Maternal  mHpP birth levels,,
chemicals,m_mhpp_lod_birth,decimal,µg/ml,0,Limit of detection of maternal  mHpP at birth,,
chemicals,m_bpa_raw_precon,decimal,µg/L,0,Maternal BPA preconception levels,,
chemicals,m_bpa_lod_precon,decimal,µg/L,0,Limit of detection of maternal  BPA at preconception,,
chemicals,m_bpa_raw_preg,decimal,µg/L,0,Maternal urine BPA pregnancy levels,,
chemicals,m_bpa_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine BPA at pregnancy,,
chemicals,m_bpa_raw_birth,decimal,µg/L,0,Maternal  BPA birth levels,,
chemicals,m_bpa_lod_birth,decimal,µg/L,0,Limit of detection of maternal  BPA at birth,,
chemicals,m_bps_raw_precon,decimal,µg/L,0,Maternal BPS preconception levels,,
chemicals,m_bps_lod_precon,decimal,µg/L,0,Limit of detection of maternal  BPS at preconception,,
chemicals,m_bps_raw_preg,decimal,µg/L,0,Maternal urine BPS pregnancy levels,,
chemicals,m_bps_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine BPS at pregnancy,,
chemicals,m_bps_raw_birth,decimal,µg/L,0,Maternal  BPS birth levels,,
chemicals,m_bps_lod_birth,decimal,µg/L,0,Limit of detection of maternal  BPS at birth,,
chemicals,m_bpf_raw_precon,decimal,µg/L,0,Maternal BPF preconception levels,,
chemicals,m_bpf_lod_precon,decimal,µg/L,0,Limit of detection of maternal  BPF at preconception,,
chemicals,m_bpf_raw_preg,decimal,µg/L,0,Maternal urine BPF pregnancy levels,,
chemicals,m_bpf_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine BPF at pregnancy,,
chemicals,m_bpf_raw_birth,decimal,µg/L,0,Maternal  BPF birth levels,,
chemicals,m_bpf_lod_birth,decimal,µg/L,0,Limit of detection of maternal  BPF at birth,,
chemicals,m_mepa_raw_precon,decimal,µg/L,0,Maternal MEPA preconception levels,,
chemicals,m_mepa_lod_precon,decimal,µg/L,0,Limit of detection of maternal  MEPA at preconception,,
chemicals,m_mepa_raw_preg,decimal,µg/L,0,Maternal urine MEPA pregnancy levels,,
chemicals,m_mepa_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine MEPA at pregnancy,,
chemicals,m_mepa_raw_birth,decimal,µg/L,0,Maternal  MEPA birth levels,,
chemicals,m_mepa_lod_birth,decimal,µg/L,0,Limit of detection of maternal  MEPA at birth,,
chemicals,m_etpa_raw_precon,decimal,µg/L,0,Maternal ETPA preconception levels,,
chemicals,m_etpa_lod_precon,decimal,µg/L,0,Limit of detection of maternal  ETPA at preconception,,
chemicals,m_etpa_raw_preg,decimal,µg/L,0,Maternal urine ETPA pregnancy levels,,
chemicals,m_etpa_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine ETPA at pregnancy,,
chemicals,m_etpa_raw_birth,decimal,µg/L,0,Maternal  ETPA birth levels,,
chemicals,m_etpa_lod_birth,decimal,µg/L,0,Limit of detection of maternal  ETPA at birth,,
chemicals,m_prpa_raw_precon,decimal,µg/L,0,Maternal PRPA preconception levels,,
chemicals,m_prpa_lod_precon,decimal,µg/L,0,Limit of detection of maternal  PRPA at preconception,,
chemicals,m_prpa_raw_preg,decimal,µg/L,0,Maternal urine PRPA pregnancy levels,,
chemicals,m_prpa_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine PRPA at pregnancy,,
chemicals,m_prpa_raw_birth,decimal,µg/L,0,Maternal  PRPA birth levels,,
chemicals,m_prpa_lod_birth,decimal,µg/L,0,Limit of detection of maternal  PRPA at birth,,
chemicals,m_bupa_raw_precon,decimal,µg/L,0,Maternal BUPA preconception levels,,
chemicals,m_bupa_lod_precon,decimal,µg/L,0,Limit of detection of maternal  BUPA at preconception,,
chemicals,m_bupa_raw_preg,decimal,µg/L,0,Maternal urine BUPA pregnancy levels,,
chemicals,m_bupa_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine BUPA at pregnancy,,
chemicals,m_bupa_raw_birth,decimal,µg/L,0,Maternal  BUPA birth levels,,
chemicals,m_bupa_lod_birth,decimal,µg/L,0,Limit of detection of maternal  BUPA at birth,,
chemicals,m_oxbe_raw_precon,decimal,µg/L,0,Maternal OXBE preconception levels,,
chemicals,m_oxbe_lod_precon,decimal,µg/L,0,Limit of detection of maternal  OXBE at preconception,,
chemicals,m_oxbe_raw_preg,decimal,µg/L,0,Maternal urine OXBE pregnancy levels,,
chemicals,m_oxbe_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine OXBE at pregnancy,,
chemicals,m_oxbe_raw_birth,decimal,µg/L,0,Maternal  OXBE birth levels,,
chemicals,m_oxbe_lod_birth,decimal,µg/L,0,Limit of detection of maternal  OXBE at birth,,
chemicals,m_trcs_raw_precon,decimal,µg/L,0,Maternal TRCS preconception levels,,
chemicals,m_trcs_lod_precon,decimal,µg/L,0,Limit of detection of maternal  TRCS at preconception,,
chemicals,m_trcs_raw_preg,decimal,µg/L,0,Maternal urine TRCS pregnancy levels,,
chemicals,m_trcs_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine TRCS at pregnancy,,
chemicals,m_trcs_raw_birth,decimal,µg/L,0,Maternal  TRCS birth levels,,
chemicals,m_trcs_lod_birth,decimal,µg/L,0,Limit of detection of maternal  TRCS at birth,,
chemicals,m_pfhxs_raw_precon,decimal,µg/L,0,Maternal  PFHxS preconception levels,,
chemicals,m_pfhxs_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFHxS at preconception,,
chemicals,m_pfhxs_raw_birth,decimal,µg/L,0,Maternal   PFHxS birth levels,,
chemicals,m_pfhxs_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFHxS at birth,,
chemicals,m_pfhps_raw_precon,decimal,µg/L,0,Maternal  PFHpS preconception levels,,
chemicals,m_pfhps_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFHpS at preconception,,
chemicals,m_pfhps_raw_birth,decimal,µg/L,0,Maternal   PFHpS birth levels,,
chemicals,m_pfhps_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFHpS at birth,,
chemicals,m_pfos_raw_precon,decimal,µg/L,0,Maternal  PFOS preconception levels,,
chemicals,m_pfos_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFOS at preconception,,
chemicals,m_pfos_raw_birth,decimal,µg/L,0,Maternal   PFOS birth levels,,
chemicals,m_pfos_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFOS at birth,,
chemicals,m_pfoa_raw_precon,decimal,µg/L,0,Maternal  PFOA preconception levels,,
chemicals,m_pfoa_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFOA at preconception,,
chemicals,m_pfoa_raw_birth,decimal,µg/L,0,Maternal   PFOA birth levels,,
chemicals,m_pfoa_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFOA at birth,,
chemicals,m_pfna_raw_precon,decimal,µg/L,0,Maternal  PFNA preconception levels,,
chemicals,m_pfna_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFNA at preconception,,
chemicals,m_pfna_raw_birth,decimal,µg/L,0,Maternal   PFNA birth levels,,
chemicals,m_pfna_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFNA at birth,,
chemicals,m_pfda_raw_precon,decimal,µg/L,0,Maternal  PFDA preconception levels,,
chemicals,m_pfda_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFDA at preconception,,
chemicals,m_pfda_raw_birth,decimal,µg/L,0,Maternal   PFDA birth levels,,
chemicals,m_pfda_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFDA at birth,,
chemicals,m_pfunda_raw_precon,decimal,µg/L,0,Maternal  PFUnDA preconception levels,,
chemicals,m_pfunda_lod_precon,decimal,µg/L,0,Limit of detection of maternal   PFUnDA at preconception,,
chemicals,m_pfunda_raw_birth,decimal,µg/L,0,Maternal   PFUnDA birth levels,,
chemicals,m_pfunda_lod_birth,decimal,µg/L,0,Limit of detection of maternal   PFUnDA at birth,,
chemicals,m_creatinine_raw_precon,decimal,g/L,0,Maternal Creatinine preconception levels,,
chemicals,m_creatinine_lod_precon,decimal,g/L,0,Limit of detection of maternal  Creatinine at preconception,,
chemicals,m_creatinine_raw_preg,decimal,g/L,0,Maternal urine Creatinine pregnancy levels,,
chemicals,m_creatinine_lod_preg,decimal,g/L,0,Limit of detection of maternal urine Creatinine at pregnancy,,
chemicals,m_creatinine_raw_birth,decimal,g/L,0,Maternal  Creatinine birth levels,,
chemicals,m_creatinine_lod_birth,decimal,g/L,0,Limit of detection of maternal  Creatinine at birth,,
chemicals,m_pcb118_raw_precon,decimal,pg/g,0,Maternal PCB_118 preconception levels,,
chemicals,m_pcb118_lod_precon,decimal,pg/g,0,Limit of detection of maternal  PCB_118 at preconception,,
chemicals,m_pcb118_raw_birth,decimal,pg/g,0,Maternal  PCB_118 birth levels,,
chemicals,m_pcb118_lod_birth,decimal,pg/g,0,Limit of detection of maternal  PCB_118 at birth,,
chemicals,m_pcb138_raw_precon,decimal,pg/g,0,Maternal  PCB_138 preconception levels,,
chemicals,m_pcb138_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PCB_138 at preconception,,
chemicals,m_pcb138_raw_birth,decimal,pg/g,0,Maternal   PCB_138 birth levels,,
chemicals,m_pcb138_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PCB_138 at birth,,
chemicals,m_pcb153_raw_precon,decimal,pg/g,0,Maternal  PCB_153 preconception levels,,
chemicals,m_pcb153_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PCB_153 at preconception,,
chemicals,m_pcb153_raw_birth,decimal,pg/g,0,Maternal   PCB_153 birth levels,,
chemicals,m_pcb153_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PCB_153 at birth,,
chemicals,m_pcb170_raw_precon,decimal,pg/g,0,Maternal  PCB_170 preconception levels,,
chemicals,m_pcb170_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PCB_170 at preconception,,
chemicals,m_pcb170_raw_birth,decimal,pg/g,0,Maternal   PCB_170 birth levels,,
chemicals,m_pcb170_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PCB_170 at birth,,
chemicals,m_pcb180_raw_precon,decimal,pg/g,0,Maternal  PCB_180 preconception levels,,
chemicals,m_pcb180_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PCB_180 at preconception,,
chemicals,m_pcb180_raw_birth,decimal,pg/g,0,Maternal   PCB_180 birth levels,,
chemicals,m_pcb180_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PCB_180 at birth,,
chemicals,m_ddt_raw_precon,decimal,pg/g,0,Maternal  DDT preconception levels,,
chemicals,m_ddt_lod_precon,decimal,pg/g,0,Limit of detection of maternal   DDT at preconception,,
chemicals,m_ddt_raw_birth,decimal,pg/g,0,Maternal   DDT birth levels,,
chemicals,m_ddt_lod_birth,decimal,pg/g,0,Limit of detection of maternal   DDT at birth,,
chemicals,m_dde_raw_precon,decimal,pg/g,0,Maternal  DDE preconception levels,,
chemicals,m_dde_lod_precon,decimal,pg/g,0,Limit of detection of maternal   DDE at preconception,,
chemicals,m_dde_raw_birth,decimal,pg/g,0,Maternal   DDE birth levels,,
chemicals,m_dde_lod_birth,decimal,pg/g,0,Limit of detection of maternal   DDE at birth,,
chemicals,m_hcb_raw_precon,decimal,pg/g,0,Maternal  HCB preconception levels,,
chemicals,m_hcb_lod_precon,decimal,pg/g,0,Limit of detection of maternal   HCB at preconception,,
chemicals,m_hcb_raw_birth,decimal,pg/g,0,Maternal   HCB birth levels,,
chemicals,m_hcb_lod_birth,decimal,pg/g,0,Limit of detection of maternal   HCB at birth,,
chemicals,m_hch_raw_precon,decimal,pg/g,0,Maternal  HCH preconception levels,,
chemicals,m_hch_lod_precon,decimal,pg/g,0,Limit of detection of maternal   HCH at preconception,,
chemicals,m_hch_raw_birth,decimal,pg/g,0,Maternal   HCH birth levels,,
chemicals,m_hch_lod_birth,decimal,pg/g,0,Limit of detection of maternal HCH at birth,,
chemicals,m_pbde47_raw_precon,decimal,pg/g,0,Maternal  PBDE_47 preconception levels,,
chemicals,m_pbde47_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PBDE_47 in preconception,,
chemicals,m_pbde47_raw_birth,decimal,pg/g,0,Maternal PBDE_47 birth levels,,
chemicals,m_pbde47_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PBDE_47 at birth,,
chemicals,m_pbde153_raw_precon,decimal,pg/g,0,Maternal  PBDE_153 preconception levels,,
chemicals,m_pbde153_lod_precon,decimal,pg/g,0,Limit of detection of maternal   PBDE_153 at preconception,,
chemicals,m_pbde153_raw_birth,decimal,pg/g,0,Maternal   PBDE_153 birth levels,,
chemicals,m_pbde153_lod_birth,decimal,pg/g,0,Limit of detection of maternal   PBDE_153 at birth,,
chemicals,m_dmp_raw_precon,decimal,µg/L,0,Maternal DMP preconception levels,,
chemicals,m_dmp_lod_precon,decimal,µg/L,0,Limit of detection of maternal  DMP at preconception,,
chemicals,m_dmp_raw_preg,decimal,µg/L,0,Maternal urine DMP pregnancy levels,,
chemicals,m_dmp_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine DMP at pregnancy,,
chemicals,m_dmp_raw_birth,decimal,µg/L,0,Maternal  DMP birth levels,,
chemicals,m_dmp_lod_birth,decimal,µg/L,0,Limit of detection of maternal  DMP at birth,,
chemicals,m_dmtp_raw_precon,decimal,µg/L,0,Maternal DMTP preconception levels,,
chemicals,m_dmtp_lod_precon,decimal,µg/L,0,Limit of detection of maternal  DMTP at preconception,,
chemicals,m_dmtp_raw_preg,decimal,µg/L,0,Maternal urine DMTP pregnancy levels,,
chemicals,m_dmtp_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine DMTP at pregnancy,,
chemicals,m_dmtp_raw_birth,decimal,µg/L,0,Maternal  DMTP birth levels,,
chemicals,m_dmtp_lod_birth,decimal,µg/L,0,Limit of detection of maternal  DMTP at birth,,
chemicals,m_dmdtp_raw_precon,decimal,µg/L,0,Maternal DMDTP preconception levels,,
chemicals,m_dmdtp_lod_precon,decimal,µg/L,0,Limit of detection of maternal  DMDTP at preconception,,
chemicals,m_dmdtp_raw_preg,decimal,µg/L,0,Maternal urine DMDTP pregnancy levels,,
chemicals,m_dmdtp_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine DMDTP at pregnancy,,
chemicals,m_dmdtp_raw_birth,decimal,µg/L,0,Maternal  DMDTP birth levels,,
chemicals,m_dmdtp_lod_birth,decimal,µg/L,0,Limit of detection of maternal  DMDTP at birth,,
chemicals,m_dep_raw_precon,decimal,µg/L,0,Maternal DEP preconception levels,,
chemicals,m_dep_lod_precon,decimal,µg/L,0,Limit of detection of maternal  DEP at preconception,,
chemicals,m_dep_raw_preg,decimal,µg/L,0,Maternal urine DEP pregnancy levels,,
chemicals,m_dep_lod_preg,decimal,µg/L,0,Limit of detection of maternal urine DEP at pregnancy,,
